Label	ID	Track	Strand	Start	Stop	Length	DB XREF	Experiment	Function	Gene	Protein ID	EC_Number	Product	TransL_Table	Locus Tag
NC_000962.gbk: CDS	23340:46:00	NC_000962.gbk: CDS (640113442)	-	729327	730166	840	888001	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215147.1		hypothetical protein	11	Rv0633c
NC_000962.gbk: CDS	23340:48:00	NC_000962.gbk: CDS (640113442)	+	731113	731364	252	3205041	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		YP_177629.1		hypothetical protein	11	Rv0634A
rpmG	23340:49:00	NC_000962.gbk: CDS (640113442)	+	731712	731879	168	3205042		INVOLVED IN TRANSLATION MECHANISM.	rpmG	YP_177630.1		50S ribosomal protein L33	11	Rv0634B
NC_000962.gbk: CDS	23340:47:00	NC_000962.gbk: CDS (640113442)	-	730320	731033	714	888016	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THOUGHT TO BE INVOLVED IN GLYOXAL PATHWAY. THIOLESTERASE THAT CATALYSES THE HYDROLYSIS OF S-D-LACTOYL-GLUTATHIONE TO FORM GLUTATHIONE AND D-LACTIC ACID [CATALYTIC ACTIVITY: (S)-(2-hydroxyacyl)glutathione + H2O = glutathione + a 2-hydroxy acid anion].		NP_215148.1	3.1.2.6	glyoxalase II	11	Rv0634c
NC_000962.gbk: CDS	23340:50:00	NC_000962.gbk: CDS (640113442)	+	731930	732406	477	888032	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215149.1		(3R)-hydroxyacyl-ACP dehydratase subunit HadA	11	Rv0635
NC_000962.gbk: CDS	23340:51:00	NC_000962.gbk: CDS (640113442)	+	732393	732821	429	888031	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215150.1		(3R)-hydroxyacyl-ACP dehydratase subunit HadB	11	Rv0636
NC_000962.gbk: CDS	23340:52:00	NC_000962.gbk: CDS (640113442)	+	732825	733325	501	888019	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215151.1		(3R)-hydroxyacyl-ACP dehydratase subunit HadC	11	Rv0637
secE	23340:53:00	NC_000962.gbk: CDS (640113442)	+	733737	734222	486	888042	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	ESSENTIAL FOR PROTEIN EXPORT.	secE	YP_177743.1		preprotein translocase subunit SecE	11	Rv0638
nusG	23340:54:00	NC_000962.gbk: CDS (640113442)	+	734254	734970	717	888039	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INFLUENCES TRANSCRIPTION TERMINATION AND ANTITERMINATION. ACTS AS A COMPONENT OF THE TRANSCRIPTION COMPLEX, AND INTERACTS WITH THE TERMINATION FACTOR RHO AND RNA POLYMERASE.	nusG	NP_215153.1		transcription antitermination protein NusG	11	Rv0639
rplK	23340:55:00	NC_000962.gbk: CDS (640113442)	+	735022	735450	429	888045	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN BINDS DIRECTLY TO 23S RIBOSOMAL RNA.	rplK	NP_215154.1		50S ribosomal protein L11	11	Rv0640
rplA	23340:56:00	NC_000962.gbk: CDS (640113442)	+	735517	736224	708	888043	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN BINDS DIRECTLY TO 23S RIBOSOMAL RNA AND IS LOCATED IN THE NEIGHBORHOOD OF THE SITE WHERE ELONGATION FACTOR TU IS BOUND TO THE RIBOSOME.	rplA	NP_215155.1		50S ribosomal protein L1	11	Rv0641
mmaA4	23340:57:00	NC_000962.gbk: CDS (640113442)	-	736298	737203	906	888056	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN MYCOLIC ACIDS MODIFICATION. CATALYZES UNUSUAL S-ADENOSYL-METHIONINE-DEPENDENT TRANSFORMATION OF A CIS-OLEFIN MYCOLIC ACID INTO A SECONDARY ALCOHOL. CATALYZES INTRODUCTION OF A HYDROXYL GROUP AT THE DISTAL POSITION ON MYCOLIC ACID CHAINS TO PRO	mmaA4	NP_215156.1	2.1.1.-	methoxy mycolic acid synthase	11	Rv0642c
mmaA3	23340:58:00	NC_000962.gbk: CDS (640113442)	-	737268	738149	882	888058	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN MYCOLIC ACIDS MODIFICATION. CATALYZES UNUSUAL S-ADENOSYL-METHIONINE-DEPENDENT TRANSFORMATION OF A CIS-OLEFIN MYCOLIC ACID INTO A SECONDARY ALCOHOL. CATALYZES INTRODUCTION OF A HYDROXYL GROUP AT THE DISTAL POSITION ON MYCOLIC ACID CHAINS TO PRO	mmaA3	NP_215157.1	2.1.1.-	methoxy mycolic acid synthase	11	Rv0643c
mmaA2	23340:59:00	NC_000962.gbk: CDS (640113442)	-	738297	739160	864	888061	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN MYCOLIC ACIDS MODIFICATION. CATALYZES UNUSUAL S-ADENOSYL-METHIONINE-DEPENDENT TRANSFORMATION OF A CIS-OLEFIN MYCOLIC ACID INTO A SECONDARY ALCOHOL. CATALYZES INTRODUCTION OF A HYDROXYL GROUP AT THE DISTAL POSITION ON MYCOLIC ACID CHAINS TO PRO	mmaA2	NP_215158.1	2.1.1.-	methoxy mycolic acid synthase	11	Rv0644c
mmaA1	23341:00:00	NC_000962.gbk: CDS (640113442)	-	739327	740187	861	888060	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN MYCOLIC ACIDS MODIFICATION. CATALYZES UNUSUAL S-ADENOSYL-METHIONINE-DEPENDENT TRANSFORMATION OF A CIS-OLEFIN MYCOLIC ACID INTO A SECONDARY ALCOHOL. CATALYZES INTRODUCTION OF A HYDROXYL GROUP AT THE DISTAL POSITION ON MYCOLIC ACID CHAINS TO PRO	mmaA1	NP_215159.1	2.1.1.-	methoxy mycolic acid synthase	11	Rv0645c
lipG	23341:01:00	NC_000962.gbk: CDS (640113442)	-	740234	741139	906	888065	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; LIPOLYTIC ENZYME INVOLVED IN CELLULAR METABOLISM.	lipG	NP_215160.1	3.1.-.-	lipase/esterase	11	Rv0646c
NC_000962.gbk: CDS	23341:02:00	NC_000962.gbk: CDS (640113442)	-	741151	742617	1467	888070	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215161.1		hypothetical protein	11	Rv0647c
NC_000962.gbk: CDS	23341:03:00	NC_000962.gbk: CDS (640113442)	+	742719	746366	3648	888048		Alpha-mannosidase activity: hydrolysis of terminal, non-reducing alpha-D-mannose residues in alpha-D-mannosides.		NP_215162.1	3.2.1.-	alpha-mannosidase	11	Rv0648
fabD2	23341:04:00	NC_000962.gbk: CDS (640113442)	+	746363	747037	675	888079		INVOLVED IN LIPID METABOLISM; FATTY ACID BIOSYNTHESIS [CATALYTIC ACTIVITY: MALONYL-CoA + ACP = CoA + MALONYL-ACP].	fabD2	YP_177744.1	2.3.1.39	malonyl CoA-ACP transacylase	11	Rv0649
NC_000962.gbk: CDS	23341:05:00	NC_000962.gbk: CDS (640113442)	+	747037	747945	909	888082		UNKNOWN; PROBABLY INVOLVED IN SPECIFIC SUGAR METABOLISM OR REGULATION.		NP_215164.1	2.7.-.-	sugar kinase	11	Rv0650
rplJ	23341:06:00	NC_000962.gbk: CDS (640113442)	+	748276	748812	537	888049	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSLATION MECHANISMS.	rplJ	NP_215165.1		50S ribosomal protein L10	11	Rv0651
rplL	23341:07:00	NC_000962.gbk: CDS (640113442)	+	748849	749241	393	888078	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSLATION MECHANISMS: SEEMS TO BE THE BINDING SITE FOR SEVERAL OF THE FACTORS INVOLVED IN PROTEIN SYNTHESIS AND APPEARS TO BE ESSENTIAL FOR ACCURATE TRANSLATION.	rplL	NP_215166.1		50S ribosomal protein L7/L12	11	Rv0652
NC_000962.gbk: CDS	23341:08:00	NC_000962.gbk: CDS (640113442)	-	749234	749929	696	888087		INVOLVED IN TRANSCRIPTIONAL MECHANISM.		NP_215167.1		TetR family transcriptional regulator	11	Rv0653c
NC_000962.gbk: CDS	23341:09:00	NC_000962.gbk: CDS (640113442)	+	750000	751505	1506	888089	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_215168.1		dioxygenase	11	Rv0654
mkl	23341:10:00	NC_000962.gbk: CDS (640113442)	+	751517	752596	1080	888081	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THOUGHT TO BE INVOLVED IN ACTIVE TRANSPORT OF RIBONUCLEOTIDE ACROSS THE MEMBRANE. RESPONSIBLE FOR ENERGY COUPLING TO THE TRANSPORT SYSTEM.	mkl	NP_215169.1		ribonucleotide ABC transporter ATP-binding protein	11	Rv0655
NC_000962.gbk: CDS	23341:11:00	NC_000962.gbk: CDS (640113442)	-	752984	753367	384	888106		UNKNOWN		NP_215170.1		hypothetical protein	11	Rv0656c
NC_000962.gbk: CDS	23341:12:00	NC_000962.gbk: CDS (640113442)	-	753462	753617	156	888077		UNKNOWN		NP_215171.1		hypothetical protein	11	Rv0657c
NC_000962.gbk: CDS	23341:13:00	NC_000962.gbk: CDS (640113442)	-	753693	754409	717	888102		UNKNOWN. SUPPOSED INVOLVED IN STATIONARY-PHASE SURVIVAL.		NP_215172.1		hypothetical protein	11	Rv0658c
NC_000962.gbk: CDS	23341:14:00	NC_000962.gbk: CDS (640113442)	-	754685	754993	309	888134		UNKNOWN		NP_215173.1		hypothetical protein	11	Rv0659c
NC_000962.gbk: CDS	23341:15:00	NC_000962.gbk: CDS (640113442)	-	754980	755225	246	888141	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215174.1		hypothetical protein	11	Rv0660c
NC_000962.gbk: CDS	23341:16:00	NC_000962.gbk: CDS (640113442)	-	755335	755772	438	888143		UNKNOWN		NP_215175.1		hypothetical protein	11	Rv0661c
NC_000962.gbk: CDS	23341:17:00	NC_000962.gbk: CDS (640113442)	-	755769	756137	369	888117		UNKNOWN		NP_215176.1		hypothetical protein	11	Rv0662c
atsD	23341:18:00	NC_000962.gbk: CDS (640113442)	+	756137	758500	2364	888144		THOUGHT TO PLAY AN IMPORTANT ROLE IN THE MINERALIZATION OF SULFATES [CATALYTIC ACTIVITY: A phenol sulfate + H2O = a phenol + sulfate].	atsD	NP_215177.1	3.1.6.1	arylsulfatase	11	Rv0663
NC_000962.gbk: CDS	23341:19:00	NC_000962.gbk: CDS (640113442)	+	758532	758804	273	888146		UNKNOWN		NP_215178.1		hypothetical protein	11	Rv0664
NC_000962.gbk: CDS	23341:20:00	NC_000962.gbk: CDS (640113442)	+	758801	759139	339	888149		UNKNOWN		NP_215179.1		hypothetical protein	11	Rv0665
NC_000962.gbk: CDS	23341:21:00	NC_000962.gbk: CDS (640113442)	+	759136	759309	174	888158		UNKNOWN		NP_215180.1		hypothetical protein	11	Rv0666
rpoB	23341:22:00	NC_000962.gbk: CDS (640113442)	+	759807	763325	3519	888164	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	CATALYZES THE TRANSCRIPTION OF DNA INTO RNA USING THE FOUR RIBONUCLEOSIDE TRIPHOSPHATES AS SUBSTRATES [CATALYTIC ACTIVITY: N NUCLEOSIDE TRIPHOSPHATE = N DIPHOSPHATE + {RNA}(N)].	rpoB	NP_215181.1	2.7.7.6	DNA-directed RNA polymerase subunit beta	11	Rv0667
rpoC	23341:23:00	NC_000962.gbk: CDS (640113442)	+	763370	767320	3951	888177	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	CATALYZES THE TRANSCRIPTION OF DNA INTO RNA USING THE FOUR RIBONUCLEOSIDE TRIPHOSPHATES AS SUBSTRATES [CATALYTIC ACTIVITY: N NUCLEOSIDE TRIPHOSPHATE = N DIPHOSPHATE + {RNA}(N)].	rpoC	NP_215182.1	2.7.7.6	DNA-directed RNA polymerase subunit beta'	11	Rv0668
NC_000962.gbk: CDS	23341:24:00	NC_000962.gbk: CDS (640113442)	-	767684	769597	1914	888181	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; HYDROLYTIC ENZYME PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_215183.1	3.-.-.-	hydrolase	11	Rv0669c
end	23341:25:00	NC_000962.gbk: CDS (640113442)	+	769792	770550	759	888190	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN BASE EXCISION REPAIR. ENDONUCLEASE IV PLAYS A ROLE IN DNA REPAIR. IT CLEAVES PHOSPHODIESTER BONDS AT APURINIC OR APYRIMIDINIC SITES (AP SITES) TO PRODUCE NEW 5' ENDS THAT ARE BASE-FREE DEOXYRIBOSE 5-PHOSPHATE RESIDUES [CATALYTIC ACTIVITY: Endo	end	NP_215184.1	3.1.21.2	endonuclease IV	11	Rv0670
lpqP	23341:26:00	NC_000962.gbk: CDS (640113442)	+	770582	771424	843	888194		UNKNOWN	lpqP	NP_215185.1		lipoprotein LpqP	11	Rv0671
fadE8	23341:27:00	NC_000962.gbk: CDS (640113442)	+	771484	773112	1629	888198	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN, BUT INVOLVED IN LIPID DEGRADATION.	fadE8	NP_215186.1	1.3.99.-	acyl-CoA dehydrogenase	11	Rv0672
echA4	23341:28:00	NC_000962.gbk: CDS (640113442)	+	773123	774061	939	888175	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	COULD POSSIBLY OXIDIZES FATTY ACIDS USING SPECIFIC COMPONENTS [CATALYTIC ACTIVITY: (3S)-3-HYDROXYACYL-CoA = TRANS-2(OR 3)-ENOYL-CoA + H(2)O].	echA4	NP_215187.1	4.2.1.17	enoyl-CoA hydratase	11	Rv0673
NC_000962.gbk: CDS	23341:29:00	NC_000962.gbk: CDS (640113442)	+	774064	774786	723	888203		UNKNOWN		NP_215188.1		hypothetical protein	11	Rv0674
echA5	23341:30:00	NC_000962.gbk: CDS (640113442)	+	774783	775574	792	888222	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	COULD POSSIBLY OXIDIZES FATTY ACIDS USING SPECIFIC COMPONENTS [CATALYTIC ACTIVITY: (3S)-3-HYDROXYACYL-CoA = TRANS-2(OR 3)-ENOYL-CoA + H(2)O].	echA5	YP_177745.1	4.2.1.17	enoyl-CoA hydratase	11	Rv0675
mmpL5	23341:31:00	NC_000962.gbk: CDS (640113442)	-	775586	778480	2895	888219	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN. THOUGHT TO BE INVOLVED IN FATTY ACID TRANSPORT.	mmpL5	NP_215190.1		transmembrane transport protein MmpL5	11	Rv0676c
mmpS5	23341:32:00	NC_000962.gbk: CDS (640113442)	-	778477	778905	429	888233	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN	mmpS5	NP_215191.1		hypothetical protein	11	Rv0677c
NC_000962.gbk: CDS	23341:33:00	NC_000962.gbk: CDS (640113442)	+	778990	779487	498	888235	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215192.1		hypothetical protein	11	Rv0678
NC_000962.gbk: CDS	23341:34:00	NC_000962.gbk: CDS (640113442)	-	779543	780040	498	888230		UNKNOWN		NP_215193.1		hypothetical protein	11	Rv0679c
NC_000962.gbk: CDS	23341:35:00	NC_000962.gbk: CDS (640113442)	-	780042	780416	375	888229		UNKNOWN		NP_215194.1		transmembrane protein	11	Rv0680c
NC_000962.gbk: CDS	23341:36:00	NC_000962.gbk: CDS (640113442)	+	780721	781311	591	888239	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSCRIPTIONAL MECHANISM.		NP_215195.1		TetR family transcriptional regulator	11	Rv0681
rpsL	23341:37:00	NC_000962.gbk: CDS (640113442)	+	781560	781934	375	888259	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	PROTEIN S12 IS INVOLVED IN THE TRANSLATION INITIATION STEP.	rpsL	NP_215196.1		30S ribosomal protein S12	11	Rv0682
rpsG	23341:38:00	NC_000962.gbk: CDS (640113442)	+	781934	782404	471	888245	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	PROTEIN S7 BINDS SPECIFICALLY TO PART OF THE 3' END OF 16S RIBOSOMAL RNA.	rpsG	NP_215197.1		30S ribosomal protein S7	11	Rv0683
fusA1	23341:39:00	NC_000962.gbk: CDS (640113442)	+	782485	784590	2106	888240	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN PROMOTES THE GTP-DEPENDENT TRANSLOCATION OF THE NASCENT PROTEIN CHAIN FROM THE A-SITE TO THE P-SITE OF THE RIBOSOME.	fusA1	YP_177746.1		elongation factor G	11	Rv0684
tuf	23341:40:00	NC_000962.gbk: CDS (640113442)	+	784821	786011	1191	888262	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN PROMOTES THE GTP-DEPENDENT BINDING OF AMINOACYL-TRNA TO THE A-SITE OF RIBOSOMES DURING PROTEIN BIOSYNTHESIS.	tuf	NP_215199.1	3.6.5.3	elongation factor Tu	11	Rv0685
NC_000962.gbk: CDS	23341:41:00	NC_000962.gbk: CDS (640113442)	+	786149	786946	798	888271	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215200.1		hypothetical protein	11	Rv0686
fabG	23341:42:00	NC_000962.gbk: CDS (640113442)	+	787099	787926	828	888279	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; POSSIBLY INVOLVED IN CELLULAR METABOLISM.	fabG	NP_215201.1		3-ketoacyl-ACP reductase	11	Rv0687
NC_000962.gbk: CDS	23341:43:00	NC_000962.gbk: CDS (640113442)	+	787940	789160	1221	888280	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	FERREDOXINS ARE IRON-SULFUR PROTEINS THAT TRANSFER ELECTRONS IN A WIDE VARIETY OF METABOLIC REACTIONS.		NP_215202.1		ferredoxin reductase	11	Rv0688
NC_000962.gbk: CDS	23341:44:00	NC_000962.gbk: CDS (640113442)	-	789157	789411	255	888283		UNKNOWN		NP_215203.1		hypothetical protein	11	Rv0689c
NC_000962.gbk: CDS	23341:45:00	NC_000962.gbk: CDS (640113442)	-	790024	791073	1050	888292	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215204.1		hypothetical protein	11	Rv0690c
NC_000962.gbk: CDS	23341:46:00	NC_000962.gbk: CDS (640113442)	-	791070	791666	597	888296		INVOLVED IN TRANSCRIPTIONAL MECHANISM		NP_215205.1		transcriptional regulatory protein	11	Rv0691c
NC_000962.gbk: CDS	23341:47:00	NC_000962.gbk: CDS (640113442)	+	791831	792160	330	888285		UNKNOWN		NP_215206.1		hypothetical protein	11	Rv0692
pqqE	23341:48:00	NC_000962.gbk: CDS (640113442)	+	792157	793332	1176	888302		REQUIRED FOR COENZYME PYRROLO-QUINOLINE-QUINONE (PQQ) BIOSYNTHESIS.	pqqE	NP_215207.1		coenzyme PQQ synthesis protein E	11	Rv0693
lldD1	23341:49:00	NC_000962.gbk: CDS (640113442)	+	793335	794525	1191	888310	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN RESPIRATION; CATALYZES CONVERSION OF LACTATE INTO PYRUVATE [CATALYTIC ACTIVITY: (S)-LACTATE + 2 FERRICYTOCHROME C = PYRUVATE + 2 FERROCYTOCHROME C].	lldD1	NP_215208.1	1.1.2.3	L-lactate dehydrogenase (cytochrome) LldD1	11	Rv0694
NC_000962.gbk: CDS	23341:50:00	NC_000962.gbk: CDS (640113442)	+	794715	795470	756	888314		UNKNOWN		NP_215209.1		hypothetical protein	11	Rv0695
NC_000962.gbk: CDS	23341:51:00	NC_000962.gbk: CDS (640113442)	+	795519	796931	1413	888307	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_215210.1	2.-.-.-	membrane sugar transferase	11	Rv0696
NC_000962.gbk: CDS	23341:52:00	NC_000962.gbk: CDS (640113442)	+	796933	798372	1440	888316		UNKNOWN; PROBABLY INVOLVED IN CELLULAR METABOLISM.		NP_215211.1		dehydrogenase	11	Rv0697
NC_000962.gbk: CDS	23341:53:00	NC_000962.gbk: CDS (640113442)	+	798833	799444	612	888327		UNKNOWN		NP_215212.1		hypothetical protein	11	Rv0698
NC_000962.gbk: CDS	23341:54:00	NC_000962.gbk: CDS (640113442)	+	799629	799850	222	888335		UNKNOWN		NP_215213.1		hypothetical protein	11	Rv0699
rpsJ	23341:55:00	NC_000962.gbk: CDS (640113442)	+	800487	800792	306	888331	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN IS INVOLVED IN THE BINDING OF tRNA TO THE RIBOSOMES, AND IN THE REGULATION OF rRNA BIOSYNTHESIS (BY MODULATING THE EFFICIENCY OF TRANSCRIPTIONAL TERMINATION). INTERACTS WITH NUSB|Rv2533c.	rpsJ	NP_215214.1		30S ribosomal protein S10	11	Rv0700
rplC	23341:56:00	NC_000962.gbk: CDS (640113442)	+	800809	801462	654	888343	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN BINDS DIRECTLY TO 23S RIBOSOMAL RNA AND MAY PARTICIPATE IN THE FORMATION OF THE PEPTIDYLTRANSFERASE CENTER OF THE RIBOSOME.	rplC	NP_215215.1		50S ribosomal protein L3	11	Rv0701
rplD	23341:57:00	NC_000962.gbk: CDS (640113442)	+	801462	802133	672	888345	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN BINDS DIRECTLY AND SPECIFICALLY TO 23S RRNA.	rplD	NP_215216.1		50S ribosomal protein L4	11	Rv0702
rplW	23341:58:00	NC_000962.gbk: CDS (640113442)	+	802133	802435	303	888353	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	BINDS TO A SPECIFIC REGION ON THE 23S RRNA.	rplW	NP_215217.1		50S ribosomal protein L23	11	Rv0703
rplB	23341:59:00	NC_000962.gbk: CDS (640113442)	+	802528	803370	843	888341	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN IS A PRIMARY 23S RRNA-BINDING PROTEIN. IT HAS PEPTIDYLTRANSFERASE ACTIVITY.	rplB	NP_215218.1		50S ribosomal protein L2	11	Rv0704
rpsS	23342:00:00	NC_000962.gbk: CDS (640113442)	+	803411	803692	282	888356	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	PROTEIN S19 FORMS A COMPLEX WITH S13 THAT BINDS STRONGLY TO THE 16S RIBOSOMAL RNA.	rpsS	NP_215219.1		30S ribosomal protein S19	11	Rv0705
rplV	23342:01:00	NC_000962.gbk: CDS (640113442)	+	803689	804282	594	888359	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN BINDS SPECIFICALLY TO 23S RRNA; ITS BINDING IS STIMULATED BY OTHER RIBOSOMAL PROTEINS, E.G., L4, L17, AND L20. IT IS IMPORTANT DURING THE EARLY STAGES OF 50S RECONSTITUTION.	rplV	NP_215220.1		50S ribosomal protein L22	11	Rv0706
rpsC	23342:02:00	NC_000962.gbk: CDS (640113442)	+	804282	805106	825	888357	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN IS INVOLVED IN THE BINDING OF INITIATOR MET-TRNA.	rpsC	NP_215221.1		30S ribosomal protein S3	11	Rv0707
rplP	23342:03:00	NC_000962.gbk: CDS (640113442)	+	805110	805526	417	888377	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN BINDS DIRECTLY TO 23S RIBOSOMAL RNA AND IS LOCATED AT THE A SITE OF THE PEPTIDYLTRANSFERASE CENTER.	rplP	NP_215222.1		50S ribosomal protein L16	11	Rv0708
rpmC	23342:04:00	NC_000962.gbk: CDS (640113442)	+	805526	805759	234	888374	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	INVOLVED IN TRANSLATION MECHANISMS.	rpmC	NP_215223.1		50S ribosomal protein L29	11	Rv0709
rpsQ	23342:05:00	NC_000962.gbk: CDS (640113442)	+	805756	806166	411	888391	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	PROTEIN S17 BINDS SPECIFICALLY TO THE 5' END OF 16S RIBOSOMAL RNA.	rpsQ	NP_215224.1		30S ribosomal protein S17	11	Rv0710
atsA	23342:06:00	NC_000962.gbk: CDS (640113442)	+	806335	808698	2364	888394	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THOUGHT TO PLAY AN IMPORTANT ROLE IN THE MINERALIZATION OF SULFATES [CATALYTIC ACTIVITY: A phenol sulfate + H2O = a phenol + sulfate].	atsA	NP_215225.1	3.1.6.1	arylsulfatase	11	Rv0711
NC_000962.gbk: CDS	23342:07:00	NC_000962.gbk: CDS (640113442)	+	808746	809645	900	888346	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215226.1		hypothetical protein	11	Rv0712
NC_000962.gbk: CDS	23342:08:00	NC_000962.gbk: CDS (640113442)	+	809946	810887	942	888405	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	UNKNOWN		NP_215227.1		transmembrane protein	11	Rv0713
rplN	23342:09:00	NC_000962.gbk: CDS (640113442)	+	811373	811741	369	888411	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN BINDS DIRECTLY TO 23S RIBOSOMAL RNA.	rplN	NP_215228.1		50S ribosomal protein L14	11	Rv0714
rplX	23342:10:00	NC_000962.gbk: CDS (640113442)	+	811742	812059	318	888421	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS PROTEIN IS FOUND IN THE RIBONUCLEOPROTEIN CORE AND IS INVOLVED IN THE EARLY ASSEMBLY OF THE 50S SUBUNIT. IT IS NOT INVOLVED IN THE FUNCTIONS OF THE MATURE 50S SUBUNIT.	rplX	NP_215229.1		50S ribosomal protein L24	11	Rv0715
rplE	23342:11:00	NC_000962.gbk: CDS (640113442)	+	812059	812622	564	888400	EXISTENCE: PNNL proteomics experiment - BioProject PRJNA66995	THIS IS ONE OF 3 PROTEINS THAT MEDIATE THE ATTACHMENT OF THE 5S RNA INTO THE LARGE RIBOSOMAL SUBUNIT.	rplE	NP_215230.1		50S ribosomal protein L5	11	Rv0716
rpsN	23342:12:00	NC_000962.gbk: CDS (640113442)	+	812627	812812	186	888414		KNOWN TO BE REQUIRED FOR THE ASSEMBLY OF 30S PARTICLES AND MAY ALSO BE RESPONSIBLE FOR DETERMINING THE CONFORMATION OF THE 16S RRNA AT THE A SITE.	rpsN	YP_177747.1		30S ribosomal protein S14	11	Rv0717
