Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1040	Rv0932c	PATRIC	CDS	1039936	1041048	1113	-		370	pstS2	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1041	Rv0933	PATRIC	CDS	1041264	1042094	831	+		276	pstB	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1042	Rv0934	PATRIC	CDS	1042115	1043239	1125	+		374	pstS1	Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1043	Rv0935	PATRIC	CDS	1043299	1044315	1017	+		338	pstC1	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1044	Rv0936	PATRIC	CDS	1044443	1045222	780	+		259	pstA2	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1045	Rv0937c	PATRIC	CDS	1045199	1046074	876	-		291		Ku domain protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1046	Rv0938	PATRIC	CDS	1046136	1048415	2280	+		759		ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1047	Rv0939	PATRIC	CDS	1048412	1050346	1935	+		644		Fumarylacetoacetase (EC 3.7.1.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1048	Rv0940c	PATRIC	CDS	1050593	1051459	867	-		288		Hydride transferase 1 (Fragment)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1049	Rv0941c	PATRIC	CDS	1051544	1052308	765	-		254		FIG00823384: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1050		PATRIC	CDS	1052617	1052730	114	-		37		FIG00822530: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1051	Rv0943c	PATRIC	CDS	1052696	1053736	1041	-		346		Cyclohexanone monooxygenase (EC 1.14.13.22)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1052	Rv0944	PATRIC	CDS	1053759	1054241	483	+		160		Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1053	Rv0945	PATRIC	CDS	1054259	1055008	750	+		249		Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1054	Rv0946c	PATRIC	CDS	1055024	1056685	1662	-		553	pgi	Glucose-6-phosphate isomerase (EC 5.3.1.9)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1055		PATRIC	CDS	1056786	1056974	189	-		62		FIG00820067: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1056		PATRIC	CDS	1057300	1057530	231	-		76		PROBABLE MYCOLYL TRANSFERASE				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1057	Rv0948c	PATRIC	CDS	1057646	1057918	273	-		90		Chorismate mutase I (EC 5.4.99.5)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1058	Rv0949	PATRIC	CDS	1058260	1060575	2316	+		771	uvrD1	ATP-dependent DNA helicase UvrD/PcrA				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1059	Rv0950c	PATRIC	CDS	1060656	1061654	999	-		332		Phage peptidoglycan binding endopeptidase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1060	Rv0951	PATRIC	CDS	1061964	1063127	1164	+		387	sucC	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1061	Rv0952	PATRIC	CDS	1063140	1064051	912	+		303	sucD	Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1062	Rv0953c	PATRIC	CDS	1064114	1064962	849	-		282		Hydride transferase 1 (Fragment)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1063		PATRIC	CDS	1065018	1065146	129	+		42		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1064	Rv0954	PATRIC	CDS	1065127	1066038	912	+		303		antigen 34 kDa				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1065	Rv0955	PATRIC	CDS	1066087	1067445	1359	+		452		FIG021574: Possible membrane protein related to de Novo purine biosynthesis				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1066	Rv0956	PATRIC	CDS	1067633	1068208	576	+		191	purN	Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1067	Rv0957	PATRIC	CDS	1068205	1069776	1572	+		523	purH	IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1068	Rv0958	PATRIC	CDS	1069880	1071262	1383	+		460		Magnesium chelatase, subunit ChlI (EC 6.6.1.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1069	Rv0959	PATRIC	CDS	1071255	1073273	2019	+		672		FIG019045: long form Mg-chelase associated protein with vWA domain				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1070		PATRIC	CDS	1073327	1073548	222	+		73		Antitoxin 1				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1071	Rv0960	PATRIC	CDS	1073545	1073928	384	+		127		Toxin 1, PIN domain				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1072	Rv0961	PATRIC	CDS	1074080	1074421	342	+		113		PROBABLE INTEGRAL MEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1073	Rv0962c	PATRIC	CDS	1074440	1075114	675	-		224	lprP	lipoprotein, putative				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1074		PATRIC	CDS	1075111	1075251	141	-		46		FIG00822503: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1075	Rv0963c	PATRIC	CDS	1075297	1076097	801	-		266		Putative secreted protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1076	Rv0964c	PATRIC	CDS	1076196	1076678	483	-		160		FIG00821697: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1077	Rv0965c	PATRIC	CDS	1076778	1077137	360	-		119		FIG00820456: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1078	Rv0966c	PATRIC	CDS	1077233	1077835	603	-		200		FIG00821093: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1079	Rv0967	PATRIC	CDS	1077975	1078334	360	+		119		FIG00821819: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1080	Rv0968	PATRIC	CDS	1078391	1078687	297	+		98		FIG00822349: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1082	Rv0970	PATRIC	CDS	1081052	1081684	633	+		210		PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1083	Rv0971c	PATRIC	CDS	1081775	1082584	810	-		269	echA7	Methylglutaconyl-CoA hydratase (EC 4.2.1.18)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1084	Rv0972c	PATRIC	CDS	1082584	1083750	1167	-		388	fadE12	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.99.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1085	Rv0973c	PATRIC	CDS	1083747	1085750	2004	-		667	accA2	Methylcrotonyl-CoA carboxylase biotin-containing subunit (EC 6.4.1.4)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1086	Rv0974c	PATRIC	CDS	1085756	1087351	1596	-		531	accD2	Methylcrotonyl-CoA carboxylase carboxyl transferase subunit (EC 6.4.1.4)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1087	Rv0975c	PATRIC	CDS	1087348	1088496	1149	-		382	fadE13	Isovaleryl-CoA dehydrogenase (EC 1.3.99.10)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1088	Rv0976c	PATRIC	CDS	1088493	1090175	1683	-		560		expressed protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1089	Rv0977	PATRIC	CDS	1090373	1093144	2772	+		923	PE_PGRS16	PE-PGRS FAMILY PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1090	Rv0978c	PATRIC	CDS	1093361	1094401	1041	-		346	PE_PGRS17	PE_PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1091		PATRIC	CDS	1094630	1094743	114	+		37		FIG00821381: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1092	Rv0979A	PATRIC	CDS	1094886	1095059	174	+		57	rpmF	LSU ribosomal protein L32p				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1093	Rv0980c	PATRIC	CDS	1095078	1096496	1419	-		472	PE_PGRS18	PE_PGRS family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1094	Rv0981	PATRIC	CDS	1096822	1097508	687	+		228	mprA	Two-component response regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1095	Rv0982	PATRIC	CDS	1097580	1099022	1443	+		480	mprB	Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1096	Rv0983	PATRIC	CDS	1099366	1100460	1095	+		364	pepD	Heat shock protein HtrA				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1097	Rv0984	PATRIC	CDS	1100460	1101005	546	+		181	moaB2	Molybdenum cofactor biosynthesis protein MoaB				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1098	Rv0985c	PATRIC	CDS	1101025	1101480	456	-		151	mscL	Large-conductance mechanosensitive channel				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1099		PATRIC	CDS	1101484	1101642	159	+		52		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1100	Rv0986	PATRIC	CDS	1101803	1102549	747	+		248		AttE component of AttEFGH ABC transport system				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1101	Rv0987	PATRIC	CDS	1102542	1105109	2568	+		855		AttF component of AttEFGH ABC transport system / AttG component of AttEFGH ABC transport system				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1102	Rv0988	PATRIC	CDS	1105116	1106276	1161	+		386		AttH component of AttEFGH ABC transport system				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1103	Rv0989c	PATRIC	CDS	1106405	1107382	978	-		325	grcC2	Octaprenyl-diphosphate synthase (EC 2.5.1.-) / Dimethylallyltransferase (EC 2.5.1.1) / Geranyltranstransferase (farnesyldiphosphate synthase) (EC 2.5.1.10) / Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1104	Rv0990c	PATRIC	CDS	1107443	1108099	657	-		218		Heat shock protein 22.5 (Hsp22.5)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1105	Rv0991c	PATRIC	CDS	1108172	1108504	333	-		110		Type I antifreeze protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1106	Rv0992c	PATRIC	CDS	1108578	1109303	726	-		241		5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1107	Rv0993	PATRIC	CDS	1109272	1110192	921	+		306	galU	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1108	Rv0994	PATRIC	CDS	1110278	1111549	1272	+		423	moeA1	Molybdopterin biosynthesis protein MoeA				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1109	Rv0995	PATRIC	CDS	1111612	1112223	612	+		203	rimJ	Ribosomal-protein-S5p-alanine acetyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1110	Rv0996	PATRIC	CDS	1112384	1113460	1077	+		358		PROBABLE CONSERVED TRANSMEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1111		PATRIC	CDS	1114173	1114382	210	-		69		FIG00821497: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1112		PATRIC	CDS	1114386	1114778	393	-		130		methyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1113	Rv0998	PATRIC	CDS	1114799	1115749	951	+		316		cyclic nucleotide-binding protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1114	Rv0999	PATRIC	CDS	1115767	1116525	759	+		252		FIG00820856: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1115	Rv1000c	PATRIC	CDS	1116531	1117148	618	-		205		Alkylated DNA repair protein AlkB				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1116	Rv1001	PATRIC	CDS	1117185	1118393	1209	+		402	arcA	Arginine deiminase (EC 3.5.3.6)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1117	Rv1002c	PATRIC	CDS	1118428	1119939	1512	-		503		CONSERVED MEMBRANE PROTEIN				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1118	Rv1003	PATRIC	CDS	1120022	1120879	858	+		285		rRNA small subunit methyltransferase I				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1119	Rv1004c	PATRIC	CDS	1120889	1122097	1209	-		402		elastin				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1120	Rv1005c	PATRIC	CDS	1122222	1123847	1626	-		541	pabB	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1121	Rv1006	PATRIC	CDS	1123831	1125417	1587	+		528		FIG00820568: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1122	Rv1007c	PATRIC	CDS	1125444	1127003	1560	-		519	metG	Methionyl-tRNA synthetase (EC 6.1.1.10)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1123	Rv1008	PATRIC	CDS	1127089	1127883	795	+		264	tatD	Putative deoxyribonuclease YcfH				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1124	Rv1009	PATRIC	CDS	1128091	1129179	1089	+		362	rpfB	Cell wall-binding protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1125	Rv1010	PATRIC	CDS	1129152	1130105	954	+		317	ksgA	Dimethyladenosine transferase (EC 2.1.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1126	Rv1011	PATRIC	CDS	1130155	1131111	957	+		318	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1127	Rv1013	PATRIC	CDS	1131625	1133259	1635	+		544	pks16	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1128	Rv1014c	PATRIC	CDS	1133333	1133908	576	-		191	pth	Peptidyl-tRNA hydrolase (EC 3.1.1.29)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1129	Rv1015c	PATRIC	CDS	1133921	1134568	648	-		215	rplY	LSU ribosomal protein L25p				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1130	Rv1016c	PATRIC	CDS	1134785	1135300	516	-		171	lpqT	lipoprotein, putative				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1131		PATRIC	CDS	1135308	1135490	183	+		60		FIG00825050: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1132	Rv1017c	PATRIC	CDS	1135501	1136481	981	-		326	prsA	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1133	Rv1018c	PATRIC	CDS	1136573	1138060	1488	-		495	glmU	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1134		PATRIC	CDS	1138160	1138303	144	+		47		FIG00825223: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1135	Rv1019	PATRIC	CDS	1138315	1138908	594	+		197		Transcriptional regulator, TetR family				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1136	Rv1020	PATRIC	CDS	1138967	1142671	3705	+		1234	mfd	Transcription-repair coupling factor				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1137	Rv1021	PATRIC	CDS	1142668	1143648	981	+		326		Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1138	Rv1022	PATRIC	CDS	1143736	1144467	732	+		243	lpqU	FIG00997322: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1139	Rv1023	PATRIC	CDS	1144564	1145853	1290	+		429	eno	Enolase (EC 4.2.1.11)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1140	Rv1024	PATRIC	CDS	1145858	1146544	687	+		228		Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1141	Rv1025	PATRIC	CDS	1146561	1147028	468	+		155		FIG004853: possible toxin to DivIC				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1142	Rv1026	PATRIC	CDS	1147019	1147978	960	+		319		Exopolyphosphatase (EC 3.6.1.11)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1143		PATRIC	CDS	1148044	1148172	129	+		42		FIG00822109: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1144	Rv1027c	PATRIC	CDS	1148427	1149107	681	-		226	kdpE	DNA-binding response regulator KdpE				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1145	Rv1028c	PATRIC	CDS	1149104	1151686	2583	-		860	kdpD	Osmosensitive K+ channel histidine kinase KdpD (EC 2.7.3.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1146		PATRIC	CDS	1151777	1151923	147	+		48		FIG00820455: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1147	Rv1029	PATRIC	CDS	1152012	1153727	1716	+		571	kdpA	Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1148	Rv1030	PATRIC	CDS	1153739	1155853	2115	+		704	kdpB	Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1149	Rv1031	PATRIC	CDS	1155883	1156422	540	+		179	kdpC	Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1150	Rv1032c	PATRIC	CDS	1156426	1157886	1461	-		486	trcS	Sensor protein basS/pmrB (EC 2.7.3.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1151	Rv1033c	PATRIC	CDS	1157963	1158736	774	-		257	trcR	DNA-binding response regulator TrcR				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1152	Rv1034c	PATRIC	CDS	1158918	1159409	492	-		163		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1153	Rv1035c	PATRIC	CDS	1159375	1160061	687	-		228		PROBABLE TRANSPOSASE (FRAGMENT)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1154	Rv1036c	PATRIC	CDS	1160095	1160418	324	-		107		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1155	Rv1037c	PATRIC	CDS	1160544	1160828	285	-		94	esxI	ESAT-6-like protein EsxL				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1156	Rv1038c	PATRIC	CDS	1160855	1161151	297	-		98	esxJ	ESAT-6-like protein EsxK				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1157	Rv1039c	PATRIC	CDS	1161297	1162400	1104	-		367	PPE15	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1158	Rv1040c	PATRIC	CDS	1162549	1163376	828	-		275	PE8	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1159		PATRIC	CDS	1164164	1164403	240	-		79		FIG00822458: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1160	Rv1041c	PATRIC	CDS	1164572	1165009	438	-		145		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1161	Rv1042c	PATRIC	CDS	1165092	1165490	399	-		132		FIG00821422: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1162	Rv1043c	PATRIC	CDS	1165781	1166806	1026	-		341		protease-related protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1163		PATRIC	CDS	1167197	1167463	267	-		88		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1164	Rv1044	PATRIC	CDS	1167359	1167676	318	+		105		FIG00820089: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1165	Rv1045	PATRIC	CDS	1167673	1168554	882	+		293		FIG00821115: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1166		PATRIC	CDS	1168636	1168734	99	-		32		FIG00820116: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1167	Rv1046c	PATRIC	CDS	1168704	1169423	720	-		239		FIG00820116: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1168	Rv1047	PATRIC	CDS	1169375	1170670	1296	+		431		Mobile element protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1169		PATRIC	CDS	1170782	1170907	126	+		41		FIG00823603: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1170	Rv1048c	PATRIC	CDS	1171038	1171796	759	-		252		FIG00821061: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1171		PATRIC	CDS	1172110	1172313	204	-		67		FIG00820551: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1172	Rv1049	PATRIC	CDS	1172386	1172832	447	+		148		Organic hydroperoxide resistance transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1173	Rv1050	PATRIC	CDS	1172908	1173786	879	+		292		Oxidoreductase, short-chain dehydrogenase/reductase family (EC 1.1.1.-)				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1174	Rv1051c	PATRIC	CDS	1173945	1174700	756	-		251		FIG00821028: hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1175		PATRIC	CDS	1174927	1175199	273	-		90		Abortive infection protein AbiGI				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1176	Rv1052	PATRIC	CDS	1175861	1176112	252	+		83		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1177	Rv1053c	PATRIC	CDS	1176011	1176286	276	-		91		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	VBIMycTub87468_1178		PATRIC	CDS	1176372	1176485	114	+		37		hypothetical protein				
